visit_id,site_nr,sitename,element_type,visited,result,element_text,element_css,iframe_css,location_x,location_y,text_color,background_color,width,height,font_size
996596565416,792670,carolblogtw.com,0,1,# Skipped unreadable,Skip to content 國內旅遊 日本旅遊 亞洲旅遊 歐洲旅遊 台灣美食 購物開箱 各種心得 關於卡蘿 TOGGLE WEBSITE SEARCH 亞洲旅遊 / 富國島旅遊 【富國島潛水推薦】新手體驗2個潛點/旅行社推薦/實際潛水心得 前往富國島旅遊，可以體驗相當多水上活動，其中我最喜歡的就是潛水！在富國島潛水是新手也可以體驗的，如果你持有潛水證照，也有... 2025 年 3 月 24 日 日本旅遊 / 熊本旅遊 【阿蘇男孩】預約教學、列車設施介紹：超可愛小黑狗觀光列車！ 阿蘇男孩あそぼーい（Aso boy），是一台來回熊本和阿蘇（宮地）的JR九州觀光列車，列車主題是一隻非常可愛的小黑狗「小... 2025 年 3 月 22 日 日本旅遊 / 熊本旅遊 【熊本機場交通】從機場去市區巴士/票價付款/在機場買交通卡 台灣有直飛熊本機場！抵達熊本機場後，搭公車約1小時即可抵達市區，直達巴士相當方便。本篇文章將分享熊本機場交通，包含機場巴... 2025 年 3 月 21 日 日本旅遊 【JR西日本訂票教學】網路預訂/劃位座位圖/實際窗口取票分享 JR西日本怎麼買票？JR西日本範圍約是大阪以西的本州地區，前往京阪神等地區都有機會搭到！甚至是JR九州的區域也可以訂票。... 2025 年 3 月 19 日 匈牙利旅遊 / 歐洲旅遊 【聖伊什特萬聖殿】門票購買/開放時間/千年王之聖右手 聖伊什特萬聖殿為布達佩斯最大教堂，以匈牙利第一位國王命名，裡面存放國王的右手，是教堂非常重要的聖物。本篇文章將分享聖伊什... 2025 年 3 月 17 日 宮崎旅遊 / 日本旅遊 【宮崎機場】市區去機場交通/宮崎機場免稅店/航班報到流程 台灣有航班直飛宮崎機場，其實宮崎機場交通超方便，從宮崎機場去市區只要10幾分鐘！本篇文章將分享宮崎機場交通方式，只要搭J... 2025 年 3 月 15 日 冰島旅遊 / 歐洲旅遊 【冰島自由行2025】行程安排/冰島景點美食/注意事項/總花費 冰島位於北歐，是個擁有豐富地貌的國家，窗外的景色變幻莫測，每個畫面都像明信片，讓人去完還想再去！本篇文章將分享冰島自由行... 2025 年 3 月 13 日 日本旅遊 【九州必買】25個九州伴手禮推薦：福岡/熊本/鹿兒島等7縣 25個九州必買伴手禮推薦！九州各縣都非常有特色，也有很多當地特別的伴手禮，九州7縣我都有去過，實際前往買了超多紀念品,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105673041846,806245,fullpartituras.com,0,1,Normal visit,"Full Partituras solicita tu consentimiento para usar tus datos personales con estos objetivos: Publicidad y contenido personalizados, medición de publicidad y contenido, investigación de audiencia y desarrollo de servicios Almacenar la información en un dispositivo y/o acceder a ella Más información Tus datos personales se tratarán y la información de tu dispositivo (cookies, identificadores únicos y otros datos del dispositivo) podrá ser almacenada, consultada y compartida con 132 proveedores aprobados por el TCF y 65 partners publicitarios o utilizada específicamente por este sitio o aplicación. Es posible que algunos proveedores traten tus datos personales en virtud de un interés legítimo, algo a lo que puedes oponerte gestionando tus opciones a continuación. En la parte inferior de esta página, busca un enlace para gestionar o retirar el consentimiento en la configuración de privacidad y cookies. Aceptar Gestionar opciones Cerrar",,,0,0,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",1904,933,933
105673041846,806245,fullpartituras.com,1,1,"Message: element click intercepted: Element <button class=""fc-button fc-cta-consent fc-primary-button"" role=""button"" aria-label=""Aceptar"" tabindex=""0"">...</button> is not clickable at point (1062, 711). Other element would receive the click: <div class=""fc-help-dialog-overlay""></div>   (Session info: chrome=134.0.6998.119) Stacktrace: 	GetHandleVerifier [0x00007FF715244C25+3179557] 	(No symbol) [0x00007FF714EA88A0] 	(No symbol) [0x00007FF714D391CA] 	(No symbol) [0x00007FF714D97929] 	(No symbol) [0x00007FF714D952E2] 	(No symbol) [0x00007FF714D92381] 	(No symbol) [0x00007FF714D91281] 	(No symbol) [0x00007FF714D82A24] 	(No symbol) [0x00007FF714DB7C2A] 	(No symbol) [0x00007FF714D822D6] 	(No symbol) [0x00007FF714DB7E40] 	(No symbol) [0x00007FF714DE02F3] 	(No symbol) [0x00007FF714DB7A03] 	(No symbol) [0x00007FF714D806D0] 	(No symbol) [0x00007FF714D81983] 	GetHandleVerifier [0x00007FF7152A67CD+3579853] 	GetHandleVerifier [0x00007FF7152BD1D2+3672530] 	GetHandleVerifier [0x00007FF7152B2153+3627347] 	GetHandleVerif",Aceptar,button.fc-button.fc-cta-consent.fc-primary-button,,964,692,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
848436280128,806245,fullpartituras.com,2,1,# css_element not found,Cerrar,button.fc-help-dialog-close-button,,756,478,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 0)",392,32,32
826302877136,806245,fullpartituras.com,3,1,Normal visit,Gestionar opciones,button.fc-button.fc-cta-manage-options.fc-secondary-button,,744,692,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
433824195768,814693,jakartainsider.id,0,1,Normal visit,"Welkom Deze site vraagt toestemming om uw gegevens te gebruiken Gepersonaliseerde advertenties en content, advertentie- en contentmetingen, doelgroepenonderzoek en ontwikkeling van diensten Informatie op een apparaat opslaan en/of openen Meer informatie Uw persoonsgegevens worden verwerkt en informatie van uw apparaat (cookies, unieke ID's en andere apparaatgegevens) kan worden opgeslagen, geopend door en gedeeld met 132 TCF-leverancier(s) en 65 advertentiepartner(s) of specifiek door deze site of app worden gebruikt. Bepaalde leveranciers kunnen uw persoonsgegevens verwerken op basis van gerechtvaardigd belang. U kunt hiertegen bezwaar maken door uw opties hieronder te beheren. Zoek onderaan deze pagina naar een link om uw toestemming in te trekken of te beheren via de privacy- en cookie-instellingen. Toestemming Opties beheren",,,696,202,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 1)",510,528,528
433824195768,814693,jakartainsider.id,1,1,Normal visit,Toestemming,button.fc-button.fc-cta-consent.fc-primary-button,,964,670,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
892072377279,814693,jakartainsider.id,3,1,Normal visit,Opties beheren,button.fc-button.fc-cta-manage-options.fc-secondary-button,,744,670,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
469749193018,820848,liquidostore.com.br,0,1,Normal visit,Este site salva seu histórico de uso. Ao continuar navegando você concorda com a nossa política de privacidade. Concordo,,,0,855,"rgba(255, 255, 255, 1)","rgba(27, 27, 27, 1)",1887,78,78
469749193018,820848,liquidostore.com.br,1,1,Normal visit,Concordo,a,,1282,875,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 1)",80.5781,38,38
98210416674,840346,rongho99.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50052000524,842342,scb711.com,0,1,# Skipped unreadable,หน้าหลัก สมัครสมาชิก เข้าสู่ระบบ ฝาก-ถอน โปรพิเศษ ติดต่อเรา Previous Next โปรโมชั่นพิเศษ     เว็บ คาสิโนออนไลน์ โปรโมชั่นสุดคุ้มต้องที่เว็บเรา  เดิมพันกีฬา แทงบอลออนไลน์ โปรโมชั่นสุดคุ้ม มั่นใจได้ เรื่อง ระบบการเงิน ฝาก-ถอน AI ภายใน 1 วินาที  แทงบอลออนไลน์ ได้แล้ววันนี้กับทีมงานเว็บเราที่มีโปรโมชั่นหลากหลายให้เลือก เพียงแค่คุณสมัครเข้ามาเป็นสมาชิกและแนะนำเพื่อนเข้ามายังเว็บไซต์ของเราคุณก็จะได้รับเงินโบนัสจากเรามากมาย อีกทั้งเรายังมีโบนัสกันแบบฟรีๆเมื่อเติมเครดิตครั้งแรกในการสมัครสมาชิก จัดเต็มสำหรับสมาชิกที่ได้สมัครสมาชิกใหม่ เพื่อให้คุณได้ใช้เป็นเงินจริงในการวางเดิมพันทั้งกีฬาและคาสิโนแล้วแต่ความชื่นชอบ เราเป็นเว็บที่มีตารางการแข่งขันฟุตบอลทุกนัดจากทุกลีก ทั้งบอลลีกระดับชั้นนำทั่วโลกอย่างลีกอังกฤษ สเปน เยอรมัน ฝรั่งเศส และบอลระดับลีกที่เราไม่ได้รู้จัก ให้คุณเลือกแทงบอลกันได้อย่างไม่จำกัด และ กีฬาอื่นๆ ครบวงจร pgslot สล็อตออนไลน์ สล็อตpg สูตรสล็อตโปรแกรมช่วยเล่นสล็อต การเล่นสล็อตไม่ยาก สล็อตสนุกไหม รวมจบครบทุกค่ายเกมส์ เวปสล็อตที่มีค่ายเกมส์เยอะที่สุดในโลก สล็อตง่าย เล่นสล็อตได้ สมัครสล็อต slotxo pgslot l,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56810362351,850939,thuonghieusanpham.vn,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
968620329403,864063,hwadamsup.com,0,1,# Skipped unreadable,화담숲 화담채 이용안내 공지사항 온라인 예매 KR 09:00~18:00(입장마감 17:00) 예매조회/취소 예매하기 화담숲과 함께 프로그램 이벤트 지금 화담숲은  오시는 길 자주하는 질문 이용약관 개인정보처리방침 영상정보처리기기 운영관리방침 화담숲 주소 경기도 광주시 도척면 도척윗로 278-1 대표 강유식 사업자등록번호 126-82-11896 통신판매번호 2022-경기광주-0765 대표전화 031-8026-6666 이메일 hwadam@dnocorp.com 사업자 정보확인 Copyright © 2023 LG Foundation. All Rights Reserved.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
937041832251,887904,walkerfoodjrny.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
966698788743,891180,calmair.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130920857576,893868,thecronosgroup.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482866127781,940872,sistemikan.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
864949800525,970341,onlinepiping.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
